Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2022,By primary diagnosis,0,All diagnoses,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",990,97.8,798.4,1181.6,Yes
2022,By primary diagnosis,0,All diagnoses,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",351.7,66.8,220.9,482.6,Yes
2022,By primary diagnosis,0,All diagnoses,By primary payment source,Other,"Visit rate (per 1,000 people)",416.8,59.4,300.4,533.1,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",Total,All visits,"Visit rate (per 1,000 people)",120.4,8.8,103.1,137.7,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Female,"Visit rate (per 1,000 people)",133.9,11.5,111.3,156.5,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By sex,Male,"Visit rate (per 1,000 people)",106.5,7.1,92.5,120.4,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,0-17 years old,"Visit rate (per 1,000 people)",106.1,11.7,83.1,129.1,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,18-44 years old,"Visit rate (per 1,000 people)",106.7,9.2,88.7,124.7,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,45-64 years old,"Visit rate (per 1,000 people)",121,12.1,97.4,144.7,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By age,65+ years old,"Visit rate (per 1,000 people)",166.3,18.2,130.6,202,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",110.8,9.1,92.9,128.8,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",225.7,28.9,169,282.5,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",111.6,13.9,84.3,138.9,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",58.7,7.7,43.6,73.7,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Northeast,"Visit rate (per 1,000 people)",123,14.4,94.8,151.1,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,Midwest,"Visit rate (per 1,000 people)",124.7,13.5,98.3,151.2,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,South,"Visit rate (per 1,000 people)",118.6,19.2,81,156.2,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By region,West,"Visit rate (per 1,000 people)",117.5,13.3,91.3,143.6,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",56,5,46.2,65.8,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicare,"Visit rate (per 1,000 people)",161.6,19.2,123.9,199.2,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",230.7,22.2,187.3,274.2,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",78.1,18.2,42.5,113.7,Yes
2022,By primary diagnosis,1,"1. Symptoms, signs, and abnormal clinical and laboratory findings",By primary payment source,Other,"Visit rate (per 1,000 people)",98.8,21,57.6,140,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,Total,All visits,"Visit rate (per 1,000 people)",75.4,5.3,65.1,85.7,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By sex,Female,"Visit rate (per 1,000 people)",70.7,5.1,60.7,80.6,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By sex,Male,"Visit rate (per 1,000 people)",80.2,6.2,68.2,92.3,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By age,0-17 years old,"Visit rate (per 1,000 people)",80.9,8.9,63.4,98.5,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By age,18-44 years old,"Visit rate (per 1,000 people)",75,6.4,62.6,87.5,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By age,45-64 years old,"Visit rate (per 1,000 people)",61.5,6.6,48.6,74.4,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By age,65+ years old,"Visit rate (per 1,000 people)",89.1,8.6,72.3,105.9,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",76,5.6,64.9,87,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",119.7,18.7,83,156.3,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",67.6,7.6,52.8,82.4,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",29.3,5.4,18.6,39.9,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By region,Northeast,"Visit rate (per 1,000 people)",62.9,7.6,48.1,77.8,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By region,Midwest,"Visit rate (per 1,000 people)",80.5,8.8,63.1,97.8,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By region,South,"Visit rate (per 1,000 people)",77.9,10.8,56.7,99.1,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By region,West,"Visit rate (per 1,000 people)",75.9,9.7,56.8,95,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,2,2. Injury and poisoning,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",39.7,3.2,33.4,45.9,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicare,"Visit rate (per 1,000 people)",76.7,8.5,60,93.4,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",148.7,15.2,118.8,178.5,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",55.7,9.9,36.2,75.1,Yes
2022,By primary diagnosis,2,2. Injury and poisoning,By primary payment source,Other,"Visit rate (per 1,000 people)",101,15.6,70.4,131.7,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,Total,All visits,"Visit rate (per 1,000 people)",41.9,4.5,33,50.9,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Female,"Visit rate (per 1,000 people)",45.5,5.4,35,56.1,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By sex,Male,"Visit rate (per 1,000 people)",38.2,4.3,29.8,46.7,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By age,0-17 years old,"Visit rate (per 1,000 people)",80.7,12.4,56.4,105,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By age,18-44 years old,"Visit rate (per 1,000 people)",35,4.5,26.2,43.8,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By age,45-64 years old,"Visit rate (per 1,000 people)",24.1,3.4,17.4,30.7,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By age,65+ years old,"Visit rate (per 1,000 people)",32.7,3.6,25.7,39.7,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",36.9,4.4,28.3,45.5,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",98.9,18.8,62.1,135.8,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",35.2,5.4,24.5,45.8,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12.3,2.7,6.9,17.6,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Northeast,"Visit rate (per 1,000 people)",38.1,6.3,25.8,50.3,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By region,Midwest,"Visit rate (per 1,000 people)",48,6.7,35,61.1,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By region,South,"Visit rate (per 1,000 people)",43.7,10.4,23.4,64,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By region,West,"Visit rate (per 1,000 people)",36.6,5.5,25.7,47.4,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",17.2,2,13.3,21.2,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",30.9,3.6,23.8,38,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",119.5,17.3,85.6,153.4,Yes
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,3,3. Diseases of the respiratory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,Total,All visits,"Visit rate (per 1,000 people)",33.3,3.4,26.6,40.1,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Female,"Visit rate (per 1,000 people)",37.3,4.3,28.9,45.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By sex,Male,"Visit rate (per 1,000 people)",29.3,3,23.3,35.2,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",14.7,2.2,10.3,19,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",32.7,4,24.8,40.5,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",39.8,4.5,30.9,48.7,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By age,65+ years old,"Visit rate (per 1,000 people)",49.3,9.3,31.1,67.5,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",32.3,3.9,24.6,39.9,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",70.6,11,49.1,92.1,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",21.6,3.3,15.1,28.1,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",14.7,3.5,7.8,21.6,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Northeast,"Visit rate (per 1,000 people)",31.7,4.2,23.5,39.9,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,Midwest,"Visit rate (per 1,000 people)",31.2,3.5,24.4,38,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,South,"Visit rate (per 1,000 people)",36.4,8.1,20.6,52.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By region,West,"Visit rate (per 1,000 people)",31.4,4.5,22.5,40.3,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",13.4,1.6,10.3,16.6,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",49,9.2,30.9,67.1,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",63.4,9.6,44.5,82.2,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",22.1,6.6,9.2,35,Yes
2022,By primary diagnosis,4,4. Diseases of the musculoskeletal system and connective tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",50.1,13.9,22.9,77.3,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,Total,All visits,"Visit rate (per 1,000 people)",26.8,2.2,22.4,31.2,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Female,"Visit rate (per 1,000 people)",25.8,2.2,21.5,30.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By sex,Male,"Visit rate (per 1,000 people)",27.8,2.9,22.1,33.4,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",16.3,2.6,11.3,21.4,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",28.6,2.9,22.8,34.4,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",27.1,3.1,21.1,33.2,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",35.7,4.8,26.4,45.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",25.8,2.4,21.1,30.5,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",43.3,6.7,30.2,56.4,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",26.8,4.3,18.4,35.3,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",10.8,2.4,6.1,15.6,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,"Visit rate (per 1,000 people)",31.1,6,19.3,43,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,"Visit rate (per 1,000 people)",25.4,4.3,17,33.8,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,"Visit rate (per 1,000 people)",26,4.1,18,34,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,"Visit rate (per 1,000 people)",26,3.6,18.8,33.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",13.7,1.8,10.3,17.2,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",31.8,4.2,23.6,40,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",52,6.2,39.9,64.1,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",19.6,5.4,9,30.3,Yes
2022,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,"Visit rate (per 1,000 people)",22.3,1.9,18.6,26,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",28.4,2.8,23,33.8,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",16.1,1.6,12.9,19.2,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",12,2.7,6.6,17.4,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",24,2.8,18.5,29.5,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.9,2.8,16.3,27.4,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",32.7,3.5,25.8,39.6,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",21.8,2.2,17.5,26.1,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",35.7,4.3,27.2,44.1,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",22.7,4,14.8,30.6,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",19.5,3.6,12.4,26.6,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",21.5,3.9,13.9,29,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",24.8,2.9,19.2,30.5,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",21,4.8,11.5,30.5,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",9.7,1.3,7.3,12.2,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",29,3.5,22,35.9,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",42.4,6.4,30,54.9,Yes
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",18.1,1.6,14.9,21.2,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",15.6,1.6,12.4,18.8,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",20.6,2.2,16.3,24.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",7.9,1.5,4.9,10.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,"Visit rate (per 1,000 people)",25.7,2.7,20.4,30.9,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,"Visit rate (per 1,000 people)",22.9,3.1,16.8,29,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,"Visit rate (per 1,000 people)",8.2,1.8,4.7,11.6,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",18.2,2.2,13.9,22.4,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",26.9,4,19,34.7,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",14.8,2.7,9.6,20.1,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",12.2,3.4,5.5,19,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",20.4,3.3,14.1,26.8,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",17.6,2.1,13.5,21.8,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",14.7,3,8.8,20.7,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",22.2,3.7,15,29.3,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6.1,1,4.1,8,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",16.2,3.5,9.4,23,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",45.1,5.2,34.9,55.3,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",20.4,5.8,9.1,31.7,Yes
2022,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",16.8,1.5,14,19.7,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",15.7,1.7,12.4,19,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",18,1.8,14.4,21.6,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,0-17 years old,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",4.9,0.8,3.3,6.5,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",21.6,2.8,16.1,27.1,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",55.1,6.1,43.1,67,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic white,"Visit rate (per 1,000 people)",17.3,1.8,13.8,20.7,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic black,"Visit rate (per 1,000 people)",28,4.7,18.8,37.2,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",11.6,2.4,6.9,16.3,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",18.3,3.3,11.8,24.7,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",16.2,2.8,10.7,21.7,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",17,2.7,11.6,22.4,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",15.9,2.5,11,20.9,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5.8,0.9,4.2,7.5,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",44.5,5,34.7,54.3,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",17.1,2.4,12.4,21.8,Yes
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",14.2,1.5,11.3,17,Yes
2022,By primary diagnosis,9,9. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",15.7,2,11.7,19.7,Yes
